City,Date,Day temperature,Night temperature
Алматы,24 Сентября 2021,+21°,+10°
Алматы,25 Сентября 2021,+20°,+9°
Алматы,26 Сентября 2021,+21°,+10°
Алматы,27 Сентября 2021,+22°,+11°
Алматы,28 Сентября 2021,+21°,+10°
Алматы,29 Сентября 2021,+20°,+9°
Алматы,30 Сентября 2021,+20°,+10°
Алматы,1 Октября 2021,+19°,+9°
Алматы,2 Октября 2021,+20°,+10°
Алматы,3 Октября 2021,+20°,+10°
Алматы,4 Октября 2021,+19°,+10°
Алматы,5 Октября 2021,+19°,+9°
Алматы,6 Октября 2021,+18°,+8°
Алматы,7 Октября 2021,+19°,+8°
Алматы,8 Октября 2021,+18°,+7°
Алматы,9 Октября 2021,+17°,+7°
Алматы,10 Октября 2021,+17°,+5°
Алматы,11 Октября 2021,+17°,+6°
Алматы,12 Октября 2021,+16°,+5°
Алматы,13 Октября 2021,+18°,+5°
Алматы,14 Октября 2021,+16°,+4°
Алматы,15 Октября 2021,+16°,+5°
Алматы,16 Октября 2021,+17°,+6°
Алматы,17 Октября 2021,+16°,+7°
Алматы,18 Октября 2021,+16°,+6°
Алматы,19 Октября 2021,+16°,+5°
Алматы,20 Октября 2021,+15°,+4°
Алматы,21 Октября 2021,+15°,+5°
Алматы,22 Октября 2021,+15°,+4°
Алматы,23 Октября 2021,+14°,+3°
Алматы,24 Октября 2021,+14°,+3°
Алматы,25 Октября 2021,+14°,+3°
Алматы,26 Октября 2021,+13°,+3°
Алматы,27 Октября 2021,+13°,+4°
Алматы,28 Октября 2021,+12°,+5°
Алматы,29 Октября 2021,+12°,+4°
Алматы,30 Октября 2021,+14°,+2°
Алматы,31 Октября 2021,+13°,+3°
Алматы,1 Ноября 2021,+13°,+5°
Алматы,2 Ноября 2021,+12°,+5°
Алматы,3 Ноября 2021,+13°,+4°
Алматы,4 Ноября 2021,+12°,+3°
Алматы,5 Ноября 2021,+11°,0°
Алматы,6 Ноября 2021,+12°,+1°
Алматы,7 Ноября 2021,+10°,+3°
Алматы,8 Ноября 2021,+9°,+1°
Алматы,9 Ноября 2021,+9°,-2°
Алматы,10 Ноября 2021,+9°,-1°
Алматы,11 Ноября 2021,+9°,-1°
Алматы,12 Ноября 2021,+8°,-1°
Алматы,13 Ноября 2021,+7°,-2°
Алматы,14 Ноября 2021,+7°,-2°
Алматы,15 Ноября 2021,+7°,-3°
Алматы,16 Ноября 2021,+7°,-3°
Алматы,17 Ноября 2021,+6°,-3°
Алматы,18 Ноября 2021,+6°,-3°
Алматы,19 Ноября 2021,+6°,-2°
Алматы,20 Ноября 2021,+2°,-4°
Алматы,21 Ноября 2021,+3°,-5°
Алматы,22 Ноября 2021,+5°,-5°
Алматы,23 Ноября 2021,+5°,-4°
Алматы,24 Ноября 2021,+6°,-4°
Алматы,25 Ноября 2021,+4°,-5°
Алматы,26 Ноября 2021,+4°,-5°
Алматы,27 Ноября 2021,+4°,-5°
Алматы,28 Ноября 2021,+6°,-4°
Алматы,29 Ноября 2021,+5°,-3°
Алматы,30 Ноября 2021,+6°,-5°
Алматы,1 Декабря 2021,+5°,-4°
Алматы,2 Декабря 2021,+4°,-4°
Алматы,3 Декабря 2021,+5°,-3°
Алматы,4 Декабря 2021,+3°,-3°
Алматы,5 Декабря 2021,+3°,-4°
Алматы,6 Декабря 2021,+3°,-4°
Алматы,7 Декабря 2021,+6°,-4°
Алматы,8 Декабря 2021,+4°,-6°
Алматы,9 Декабря 2021,+3°,-5°
Алматы,10 Декабря 2021,+1°,-5°
Алматы,11 Декабря 2021,+1°,-6°
Алматы,12 Декабря 2021,+1°,-6°
Алматы,13 Декабря 2021,+2°,-8°
Алматы,14 Декабря 2021,+1°,-7°
Алматы,15 Декабря 2021,+2°,-7°
Алматы,16 Декабря 2021,+2°,-7°
Алматы,17 Декабря 2021,0°,-6°
Алматы,18 Декабря 2021,-1°,-7°
Алматы,19 Декабря 2021,-2°,-8°
Алматы,20 Декабря 2021,0°,-7°
Алматы,21 Декабря 2021,-1°,-7°
Алматы,22 Декабря 2021,-1°,-7°
Алматы,23 Декабря 2021,0°,-8°
Алматы,24 Декабря 2021,0°,-7°
Алматы,25 Декабря 2021,0°,-7°
Алматы,26 Декабря 2021,-1°,-7°
Алматы,27 Декабря 2021,-1°,-8°
Алматы,28 Декабря 2021,+1°,-9°
Алматы,29 Декабря 2021,+2°,-8°
Алматы,30 Декабря 2021,+1°,-6°
Алматы,31 Декабря 2021,+1°,-7°
Атырау,Сегодня 1 Мая 2021,+24°,+10°
Атырау,2 Мая 2021,+24°,+13°
Атырау,3 Мая 2021,+25°,+14°
Атырау,4 Мая 2021,+28°,+14°
Атырау,5 Мая 2021,+29°,+15°
Атырау,6 Мая 2021,+26°,+11°
Атырау,7 Мая 2021,+31°,+14°
Атырау,8 Мая 2021,+32°,+15°
Атырау,9 Мая 2021,+33°,+19°
Атырау,10 Мая 2021,+32°,+22°
Атырау,11 Мая 2021,+32°,+22°
Атырау,12 Мая 2021,+32°,+22°
Атырау,13 Мая 2021,+31°,+23°
Атырау,14 Мая 2021,+28°,+16°
Атырау,15 Мая 2021,+26°,+17°
Атырау,16 Мая 2021,+27°,+17°
Атырау,17 Мая 2021,+26°,+17°
Атырау,18 Мая 2021,+26°,+16°
Атырау,19 Мая 2021,+25°,+16°
Атырау,20 Мая 2021,+25°,+16°
Атырау,21 Мая 2021,+26°,+17°
Атырау,22 Мая 2021,+27°,+17°
Атырау,23 Мая 2021,+28°,+18°
Атырау,24 Мая 2021,+29°,+18°
Атырау,25 Мая 2021,+29°,+19°
Атырау,26 Мая 2021,+29°,+19°
Атырау,27 Мая 2021,+28°,+19°
Атырау,28 Мая 2021,+28°,+18°
Атырау,29 Мая 2021,+28°,+19°
Атырау,30 Мая 2021,+28°,+18°
Атырау,31 Мая 2021,+29°,+19°
Атырау,1 Июня 2021,+29°,+19°
Атырау,2 Июня 2021,+29°,+18°
Атырау,3 Июня 2021,+29°,+18°
Атырау,4 Июня 2021,+29°,+18°
Атырау,5 Июня 2021,+30°,+19°
Атырау,6 Июня 2021,+30°,+20°
Атырау,7 Июня 2021,+31°,+21°
Атырау,8 Июня 2021,+29°,+18°
Атырау,9 Июня 2021,+30°,+18°
Атырау,10 Июня 2021,+31°,+20°
Атырау,11 Июня 2021,+32°,+19°
Атырау,12 Июня 2021,+32°,+19°
Атырау,13 Июня 2021,+32°,+20°
Атырау,14 Июня 2021,+32°,+21°
Атырау,15 Июня 2021,+33°,+20°
Атырау,16 Июня 2021,+33°,+21°
Атырау,17 Июня 2021,+33°,+21°
Атырау,18 Июня 2021,+33°,+22°
Атырау,19 Июня 2021,+33°,+22°
Атырау,20 Июня 2021,+32°,+21°
Атырау,21 Июня 2021,+33°,+21°
Атырау,22 Июня 2021,+33°,+22°
Атырау,23 Июня 2021,+33°,+22°
Атырау,24 Июня 2021,+33°,+22°
Атырау,25 Июня 2021,+32°,+23°
Атырау,26 Июня 2021,+33°,+21°
Атырау,27 Июня 2021,+33°,+23°
Атырау,28 Июня 2021,+34°,+24°
Атырау,29 Июня 2021,+34°,+24°
Атырау,30 Июня 2021,+32°,+22°
Атырау,1 Июля 2021,+33°,+22°
Атырау,2 Июля 2021,+33°,+22°
Атырау,3 Июля 2021,+34°,+23°
Атырау,4 Июля 2021,+34°,+24°
Атырау,5 Июля 2021,+34°,+23°
Атырау,6 Июля 2021,+34°,+24°
Атырау,7 Июля 2021,+35°,+24°
Атырау,8 Июля 2021,+34°,+23°
Атырау,9 Июля 2021,+34°,+22°
Атырау,10 Июля 2021,+34°,+23°
Атырау,11 Июля 2021,+35°,+24°
Атырау,12 Июля 2021,+34°,+22°
Атырау,13 Июля 2021,+33°,+22°
Атырау,14 Июля 2021,+34°,+23°
Атырау,15 Июля 2021,+34°,+23°
Атырау,16 Июля 2021,+35°,+23°
Атырау,17 Июля 2021,+35°,+23°
Атырау,18 Июля 2021,+36°,+24°
Атырау,19 Июля 2021,+35°,+23°
Атырау,20 Июля 2021,+35°,+21°
Атырау,21 Июля 2021,+35°,+22°
Атырау,22 Июля 2021,+34°,+22°
Атырау,23 Июля 2021,+34°,+20°
Атырау,24 Июля 2021,+34°,+22°
Атырау,25 Июля 2021,+34°,+22°
Атырау,26 Июля 2021,+34°,+22°
Атырау,27 Июля 2021,+34°,+23°
Атырау,28 Июля 2021,+34°,+22°
Атырау,29 Июля 2021,+34°,+23°
Атырау,30 Июля 2021,+33°,+21°
Атырау,31 Июля 2021,+34°,+22°
Атырау,1 Августа 2021,+34°,+23°
Атырау,2 Августа 2021,+34°,+23°
Атырау,3 Августа 2021,+33°,+23°
Атырау,4 Августа 2021,+34°,+24°
Атырау,5 Августа 2021,+33°,+24°
Атырау,6 Августа 2021,+33°,+23°
Атырау,7 Августа 2021,+34°,+23°
Атырау,8 Августа 2021,+34°,+22°
Атырау,9 Августа 2021,+33°,+22°
Атырау,10 Августа 2021,+33°,+21°
Атырау,11 Августа 2021,+32°,+22°
Атырау,12 Августа 2021,+32°,+23°
Атырау,13 Августа 2021,+33°,+21°
Атырау,14 Августа 2021,+34°,+22°
Атырау,15 Августа 2021,+35°,+23°
Атырау,16 Августа 2021,+34°,+23°
Атырау,17 Августа 2021,+34°,+22°
Атырау,18 Августа 2021,+34°,+21°
Атырау,19 Августа 2021,+33°,+21°
Атырау,20 Августа 2021,+32°,+21°
Атырау,21 Августа 2021,+32°,+22°
Атырау,22 Августа 2021,+30°,+21°
Атырау,23 Августа 2021,+30°,+20°
Атырау,24 Августа 2021,+30°,+20°
Атырау,25 Августа 2021,+30°,+21°
Атырау,26 Августа 2021,+30°,+20°
Атырау,27 Августа 2021,+30°,+19°
Атырау,28 Августа 2021,+30°,+18°
Атырау,29 Августа 2021,+30°,+18°
Атырау,30 Августа 2021,+29°,+18°
Атырау,31 Августа 2021,+30°,+18°
Атырау,1 Сентября 2021,+29°,+20°
Атырау,2 Сентября 2021,+28°,+17°
Атырау,3 Сентября 2021,+28°,+16°
Атырау,4 Сентября 2021,+28°,+16°
Атырау,5 Сентября 2021,+28°,+18°
Атырау,6 Сентября 2021,+28°,+16°
Атырау,7 Сентября 2021,+28°,+16°
Атырау,8 Сентября 2021,+27°,+16°
Атырау,9 Сентября 2021,+28°,+16°
Атырау,10 Сентября 2021,+26°,+17°
Атырау,11 Сентября 2021,+25°,+15°
Атырау,12 Сентября 2021,+24°,+15°
Атырау,13 Сентября 2021,+25°,+16°
Атырау,14 Сентября 2021,+26°,+16°
Атырау,15 Сентября 2021,+25°,+14°
Атырау,16 Сентября 2021,+25°,+14°
Атырау,17 Сентября 2021,+24°,+14°
Атырау,18 Сентября 2021,+23°,+14°
Атырау,19 Сентября 2021,+23°,+13°
Атырау,20 Сентября 2021,+24°,+13°
Атырау,21 Сентября 2021,+24°,+14°
Атырау,22 Сентября 2021,+24°,+14°
Атырау,23 Сентября 2021,+24°,+13°
Атырау,24 Сентября 2021,+23°,+14°
Атырау,25 Сентября 2021,+22°,+13°
Атырау,26 Сентября 2021,+21°,+12°
Атырау,27 Сентября 2021,+19°,+11°
Атырау,28 Сентября 2021,+19°,+10°
Атырау,29 Сентября 2021,+19°,+11°
Атырау,30 Сентября 2021,+20°,+12°
Атырау,1 Октября 2021,+19°,+11°
Атырау,2 Октября 2021,+19°,+10°
Атырау,3 Октября 2021,+19°,+9°
Атырау,4 Октября 2021,+18°,+9°
Атырау,5 Октября 2021,+18°,+8°
Атырау,6 Октября 2021,+18°,+10°
Атырау,7 Октября 2021,+18°,+9°
Атырау,8 Октября 2021,+18°,+9°
Атырау,9 Октября 2021,+17°,+7°
Атырау,10 Октября 2021,+17°,+8°
Атырау,11 Октября 2021,+16°,+8°
Атырау,12 Октября 2021,+17°,+8°
Атырау,13 Октября 2021,+17°,+8°
Атырау,14 Октября 2021,+17°,+8°
Атырау,15 Октября 2021,+16°,+8°
Атырау,16 Октября 2021,+15°,+7°
Атырау,17 Октября 2021,+16°,+7°
Атырау,18 Октября 2021,+16°,+8°
Атырау,19 Октября 2021,+16°,+8°
Атырау,20 Октября 2021,+15°,+8°
Атырау,21 Октября 2021,+14°,+5°
Атырау,22 Октября 2021,+14°,+6°
Атырау,23 Октября 2021,+13°,+5°
Атырау,24 Октября 2021,+12°,+4°
Атырау,25 Октября 2021,+12°,+4°
Атырау,26 Октября 2021,+10°,+5°
Атырау,27 Октября 2021,+10°,+3°
Атырау,28 Октября 2021,+11°,+4°
Атырау,29 Октября 2021,+12°,+6°
Атырау,30 Октября 2021,+13°,+4°
Атырау,31 Октября 2021,+10°,+5°
Атырау,1 Ноября 2021,+10°,+3°
Атырау,2 Ноября 2021,+9°,+3°
Атырау,3 Ноября 2021,+10°,+3°
Атырау,4 Ноября 2021,+10°,+4°
Атырау,5 Ноября 2021,+10°,+4°
Атырау,6 Ноября 2021,+9°,+3°
Атырау,7 Ноября 2021,+9°,+2°
Атырау,8 Ноября 2021,+9°,+3°
Атырау,9 Ноября 2021,+9°,+2°
Атырау,10 Ноября 2021,+9°,+3°
Атырау,11 Ноября 2021,+8°,+3°
Атырау,12 Ноября 2021,+8°,+3°
Атырау,13 Ноября 2021,+8°,+2°
Атырау,14 Ноября 2021,+7°,+1°
Атырау,15 Ноября 2021,+7°,+1°
Атырау,16 Ноября 2021,+6°,0°
Атырау,17 Ноября 2021,+5°,-1°
Атырау,18 Ноября 2021,+5°,-1°
Атырау,19 Ноября 2021,+4°,-1°
Атырау,20 Ноября 2021,+3°,-3°
Атырау,21 Ноября 2021,+4°,-2°
Атырау,22 Ноября 2021,+3°,-3°
Атырау,23 Ноября 2021,+3°,-2°
Атырау,24 Ноября 2021,+3°,-3°
Атырау,25 Ноября 2021,+4°,-2°
Атырау,26 Ноября 2021,+4°,-2°
Атырау,27 Ноября 2021,+4°,-1°
Атырау,28 Ноября 2021,+5°,-2°
Атырау,29 Ноября 2021,+4°,-2°
Атырау,30 Ноября 2021,+5°,-1°
Атырау,1 Декабря 2021,+3°,-1°
Атырау,2 Декабря 2021,+2°,-2°
Атырау,3 Декабря 2021,+2°,-3°
Атырау,4 Декабря 2021,+1°,-3°
Атырау,5 Декабря 2021,+2°,-3°
Атырау,6 Декабря 2021,+2°,-3°
Атырау,7 Декабря 2021,+3°,-3°
Атырау,8 Декабря 2021,+2°,-3°
Атырау,9 Декабря 2021,0°,-5°
Атырау,10 Декабря 2021,+2°,-3°
Атырау,11 Декабря 2021,+2°,-2°
Атырау,12 Декабря 2021,+1°,-5°
Атырау,13 Декабря 2021,+1°,-3°
Атырау,14 Декабря 2021,-1°,-5°
Атырау,15 Декабря 2021,-2°,-6°
Атырау,16 Декабря 2021,-2°,-7°
Атырау,17 Декабря 2021,-2°,-7°
Атырау,18 Декабря 2021,-2°,-7°
Атырау,19 Декабря 2021,-2°,-6°
Атырау,20 Декабря 2021,-2°,-6°
Атырау,21 Декабря 2021,-3°,-8°
Атырау,22 Декабря 2021,-2°,-7°
Атырау,23 Декабря 2021,-3°,-7°
Атырау,24 Декабря 2021,-2°,-6°
Атырау,25 Декабря 2021,-2°,-6°
Атырау,26 Декабря 2021,-2°,-6°
Атырау,27 Декабря 2021,0°,-6°
Атырау,28 Декабря 2021,+1°,-4°
Атырау,29 Декабря 2021,-1°,-5°
Атырау,30 Декабря 2021,0°,-5°
Атырау,31 Декабря 2021,0°,-4°
Караганда,Сегодня 1 Мая 2021,+16°,+6°
Караганда,2 Мая 2021,+22°,+4°
Караганда,3 Мая 2021,+25°,+8°
Караганда,4 Мая 2021,+20°,+7°
Караганда,5 Мая 2021,+26°,+7°
Караганда,6 Мая 2021,+29°,+11°
Караганда,7 Мая 2021,+25°,+13°
Караганда,8 Мая 2021,+24°,+10°
Караганда,9 Мая 2021,+25°,+10°
Караганда,10 Мая 2021,+23°,+12°
Караганда,11 Мая 2021,+25°,+15°
Караганда,12 Мая 2021,+27°,+16°
Караганда,13 Мая 2021,+28°,+18°
Караганда,14 Мая 2021,+29°,+19°
Караганда,15 Мая 2021,+18°,+8°
